42333 65 33 0 40 66 21 29 32 47 24 17 30 50 14 21 25 58 32 22 65 33 0 40 66 21 29 32 47 24 17 30 50 14 21 25 58 32 22 65 33 0 40 66 21 29 32 47 24 17 30 50 14 21 25 58 32 22 5616.13 6601.27 0 5733.42 5826.55 4363.07 5032.21 4872.2 3991.93 5008.01 2928.13 4430.95 4355.98 2768.64 3770 3526.93 4882.3 6197.32 3540.16
43833 58 28 0 41 72 29 30 26 58 25 26 30 53 20 26 33 71 30 27 58 28 0 41 72 29 30 26 58 25 26 30 53 20 26 33 71 30 27 58 28 0 41 72 29 30 26 58 25 26 30 53 20 26 33 71 30 27 5875.82 6655.13 0 6230.71 6938.87 6114.3 5114.3 3652.83 4817.4 4872.15 4379.48 4207.81 4817.18 4092.19 4409.05 4769.89 6153.73 6018.1 4528.5
45333 75 28 0 37 53 32 21 30 56 23 17 23 50 23 26 18 41 24 17 75 28 0 37 53 32 21 30 56 23 17 23 50 23 26 18 41 24 17 75 28 0 37 53 32 21 30 56 23 17 23 50 23 26 18 41 24 17 7547.07 6209.84 0 5820.2 5414.93 6296.44 3815.22 4243.04 4823.81 4485.46 2784.33 3252.12 4570.82 4711.26 4600.6 2619.57 3628.23 4858.14 2854.8
46833 70 31 0 39 69 29 32 29 52 19 31 25 57 27 24 28 49 30 20 70 31 0 39 69 29 32 29 52 19 31 25 57 27 24 28 49 30 20 70 31 0 39 69 29 32 29 52 19 31 25 57 27 24 28 49 30 20 6655.47 6373.77 0 6334.56 6616.5 5705.43 5262.05 4101.79 4400.82 3707.46 5064.83 3521.52 4992.42 5471.79 4084.97 4073.37 4391.54 6059.72 3345.82
48333 77 21 0 39 63 28 32 22 61 25 16 35 60 24 20 24 52 28 27 77 21 0 39 63 28 32 22 61 25 16 35 60 24 20 24 52 28 27 77 21 0 39 63 28 32 22 61 25 16 35 60 24 20 24 52 28 27 7262.47 5194.48 0 6361.85 6028.13 5496.23 5657.92 3116.22 5052.48 5278.72 3280.67 5200.13 5536.55 5303.18 3741.29 3488.86 4720.54 5673.71 4549.74
49833 54 29 0 38 75 34 27 23 65 24 33 33 49 20 19 27 48 21 28 54 29 0 38 75 34 27 23 65 24 33 33 49 20 19 27 48 21 28 54 29 0 38 75 34 27 23 65 24 33 33 49 20 19 27 48 21 28 5454.5 5979.87 0 5599.3 6515.12 6748.17 4479.22 3250.35 5394.37 5089.58 5698.69 5470.64 5010.19 4537.35 3261.82 4823.66 4633.25 4697.71 5692.47
51333 66 32 0 40 70 21 30 23 58 24 26 28 44 25 22 21 55 22 23 66 32 0 40 70 21 30 23 58 24 26 28 44 25 22 21 55 22 23 66 32 0 40 70 21 30 23 58 24 26 28 44 25 22 21 55 22 23 5662.63 6622.96 0 6353.73 5872.64 4553.09 5152.65 3288.27 5093.38 4715.79 4237.29 3957.13 3904.34 5118.92 3746.39 3055.88 4727.81 4453.87 3872.99
52833 68 23 0 42 62 30 33 21 62 24 30 23 59 22 28 28 51 28 25 68 23 0 42 62 30 33 21 62 24 30 23 59 22 28 28 51 28 25 68 23 0 42 62 30 33 21 62 24 30 23 59 22 28 28 51 28 25 6894.13 5570.41 0 6303.95 5828.83 6148.06 5462.71 3259.79 5557.4 4659.83 4869.62 3221.79 4979.07 4449.84 4759.83 4192.69 4320.39 5597.13 4198.01
54333 78 26 0 34 57 31 18 33 49 31 25 35 50 26 40 32 57 23 27 78 26 0 34 57 31 18 33 49 31 25 35 50 26 40 32 57 23 27 78 26 0 34 57 31 18 33 49 31 25 35 50 26 40 32 57 23 27 7342.49 5748.26 0 5378.66 4851.19 6187.72 2987.41 4692.62 4059.09 6515.76 4407.62 5211.85 4253.9 5738.08 7078.34 4702.78 5067.16 5052.71 4548.76
55846 63 26 0 31 69 23 26 31 70 14 29 21 72 29 27 29 60 17 21 63 26 0 31 69 23 26 31 70 14 29 21 72 29 27 29 60 17 21 63 26 0 31 69 23 26 31 70 14 29 21 72 29 27 29 60 17 21 6043.66 6257.51 0 5019.84 6160.21 5410.73 4332.18 4429.18 5832.24 2757.12 4756.97 3250.35 6339.26 6024.8 4615.45 4518.42 5330.6 3475.17 3572.4
57432 70 28 0 32 64 18 24 41 66 22 23 24 71 25 26 27 57 20 21 70 28 0 32 64 18 24 41 66 22 23 24 71 25 26 27 57 20 21 70 28 0 32 64 18 24 41 66 22 23 24 71 25 26 27 57 20 21 7136.27 6985.54 0 5603 5976.27 4385.96 4372.04 5855.54 5646.94 4715.2 4081.55 3520.57 6380.5 5756.96 4784.82 3947.92 5078.14 4071.66 3550.18
58933 61 31 0 38 61 17 21 26 64 25 30 26 63 24 20 22 52 24 25 61 31 0 38 61 17 21 26 64 25 30 26 63 24 20 22 52 24 25 61 31 0 38 61 17 21 26 64 25 30 26 63 24 20 22 52 24 25 6063.32 6835.81 0 5860.57 5472.85 3402.61 3502.99 3711.23 5347.31 5717.67 5271.48 4510.19 6061.5 6234.62 4288.34 3836.71 4663.17 5329.27 4956.79
60533 64 16 0 34 75 31 31 31 65 23 27 28 37 16 20 30 59 25 22 64 16 0 34 75 31 31 31 65 23 27 28 37 16 20 30 59 25 22 64 16 0 34 75 31 31 31 65 23 27 28 37 16 20 30 59 25 22 6411.22 4148.41 0 5347.47 6573.62 6701.22 5190.2 4597.7 5443.08 4512.78 4748.74 4524.27 3473.45 3705.29 3748.84 4807.02 5004.48 5340.48 4103.29
62133 57 26 0 40 58 24 27 36 54 25 28 36 47 21 35 29 62 24 22 57 26 0 40 58 24 27 36 54 25 28 36 47 21 35 29 62 24 22 57 26 0 40 58 24 27 36 54 25 28 36 47 21 35 29 62 24 22 4840.75 5406.93 0 5889.56 5231.11 4830.3 4746.41 5196.06 4586.27 4883.42 4602.84 5394.05 4156.71 4357.28 6323.84 4547.91 5444.7 4876.46 3752.52
63733 55 23 0 38 61 23 33 21 52 19 33 36 52 23 19 22 52 20 23 55 23 0 38 61 23 33 21 52 19 33 36 52 23 19 22 52 20 23 55 23 0 38 61 23 33 21 52 19 33 36 52 23 19 22 52 20 23 5632.32 5571.15 0 5807.44 5730.54 4613.58 5513.23 3032.58 4479.81 3708.62 5424.78 5065.97 4599.85 4963.93 3250.93 3198.12 4576.4 4096.75 3919.03
65234 63 20 0 34 78 27 29 28 56 31 22 26 59 31 27 21 50 28 17 63 20 0 34 78 27 29 28 56 31 22 26 59 31 27 21 50 28 17 63 20 0 34 78 27 29 28 56 31 22 26 59 31 27 21 50 28 17 6558.68 4546.96 0 5895.95 7097.47 5451.29 5589.43 4307.77 4667.04 6080.15 3926.7 3943.93 5211.89 6435.59 4650.55 3088.53 4219.67 5714.1 3250.93
66833 71 36 0 39 65 27 23 29 67 29 24 39 65 27 26 25 59 18 19 71 36 0 39 65 27 23 29 67 29 24 39 65 27 26 25 59 18 19 71 36 0 39 65 27 23 29 67 29 24 39 65 27 26 25 59 18 19 6745.22 7451.81 0 5740.43 6460.25 5484.24 3869.66 4184.75 5564.78 6459.85 3927.52 6333.89 6412.1 5977.11 5088.47 4519.48 5360.94 4138.25 3927.81
68433 72 30 0 40 88 27 18 23 49 20 26 29 48 18 27 17 63 23 17 72 30 0 40 88 27 18 23 49 20 26 29 48 18 27 17 63 23 17 72 30 0 40 88 27 18 23 49 20 26 29 48 18 27 17 63 23 17 6275.45 6286.04 0 6004.42 7529.71 5531.34 3077.81 3353.47 4105.56 3960.71 4313.55 4129.27 4445.96 3958.33 4666.24 2513.13 5575 4799.67 2936.22
70033 63 25 23 45 68 26 24 36 52 19 24 31 41 19 25 29 56 24 20 63 25 23 45 68 26 24 36 52 19 24 31 41 19 25 29 56 24 20 63 25 23 45 68 26 24 36 52 19 24 31 41 19 25 29 56 24 20 5558.67 5274.08 4103.63 6706.97 6122.95 5357.38 4321.31 5538.45 4687.67 3805.36 3982.58 4433.44 3501.16 3997.51 4320.83 4281.83 4780.38 5003.34 3471.07
71533 58 20 29 34 65 24 21 16 60 27 23 29 49 21 19 31 61 26 23 58 20 29 34 65 24 21 16 60 27 23 29 49 21 19 31 61 26 23 58 20 29 34 65 24 21 16 60 27 23 29 49 21 19 31 61 26 23 5931.91 5187.93 5180.35 5901.24 6184.26 5332.41 3559.23 2326.23 4990.68 5751.05 4112.27 4405.01 4515.53 4799.03 3632.51 4713.42 5238.1 5782.45 3990.17
73033 59 34 35 33 63 35 31 17 68 26 26 34 44 20 22 23 59 35 17 59 34 35 33 63 35 31 17 68 26 26 34 44 20 22 23 59 35 17 59 34 35 33 63 35 31 17 68 26 26 34 44 20 22 23 59 35 17 5157.19 7077.2 6336.17 4901.15 5732.69 7551.35 5297.77 2488.64 5686.38 5145.34 4332.18 4854.92 3834.88 4185.92 3808.23 3382.67 5061.08 7350.47 2935.73
74533 69 28 16 42 53 29 27 39 55 28 26 24 49 20 18 29 55 21 24 69 28 16 42 53 29 27 39 55 28 26 24 49 20 18 29 55 21 24 69 28 16 42 53 29 27 39 55 28 26 24 49 20 18 29 55 21 24 6394.25 6217.67 2876.21 6519.37 4836.02 5933.29 4585.85 6111.76 4581.13 5900.31 4278.79 3810.46 4309.88 4565.07 3112.03 4267.32 4874.13 4352.08 4459.87
76033 75 18 22 33 64 25 30 27 52 24 28 27 46 25 28 30 56 17 22 75 18 22 33 64 25 30 27 52 24 28 27 46 25 28 30 56 17 22 75 18 22 33 64 25 30 27 52 24 28 27 46 25 28 30 56 17 22 7236.79 5889.08 3915.59 5679.37 5611.79 5368 5573.83 4118.62 4688.42 6112.76 6106.74 5827.84 4110.94 5874.85 5193.04 4440.6 4931.21 3578.4 4192.05
77533 65 29 0 39 57 29 32 34 55 24 22 29 62 33 24 27 42 30 22 65 29 0 39 57 29 32 34 55 24 22 29 62 33 24 27 42 30 22 65 29 0 39 57 29 32 34 55 24 22 29 62 33 24 27 42 30 22 5810.71 6294.25 0 6059.48 5466.57 6507.79 5924.83 5019.37 4705.19 5637.89 3684.15 4441.16 5437.36 6352.02 4203.75 3884.92 3815.22 6149.31 3881.79
79033 72 25 0 41 79 15 26 28 55 24 27 22 47 22 30 18 58 13 24 72 25 0 41 79 15 26 28 55 24 27 22 47 22 30 18 58 13 24 72 25 0 41 79 15 26 28 55 24 27 22 47 22 30 18 58 13 24 6494.93 5585.53 0 6352.83 6961.61 3303.16 4616.46 4067.88 4605.93 4690.43 4423.56 3096.15 3986.94 4553.28 5189.31 2639.11 5226.76 2705.45 4136.79
80533 64 32 0 28 70 27 29 36 59 18 20 37 51 26 25 31 48 20 24 64 32 0 28 70 27 29 36 59 18 20 37 51 26 25 31 48 20 24 64 32 0 28 70 27 29 36 59 18 20 37 51 26 25 31 48 20 24 6257.71 7423.29 0 4580.38 6944.06 5927.46 4931.7 5252.1 4922.97 4335.08 3793.88 5532.73 4544.39 5792.4 4991.19 5297.36 4444.26 4973.47 4824.92
82033 88 32 0 49 70 26 24 26 58 19 31 30 41 22 22 24 53 24 17 88 32 0 49 70 26 24 26 58 19 31 30 41 22 22 24 53 24 17 88 32 0 49 70 26 24 26 58 19 31 30 41 22 22 24 53 24 17 7985.96 6952.87 0 7592.69 6466.98 6427.05 4129.05 3816.88 4870.35 3761.48 5146.63 4263.88 3665.44 4586.7 3826.89 3544.26 4811.26 5439.15 2964.4
