# XafsM2 MCA Data
# 13/02/28 14:06:35
# MCALength MCA Ch. RealTime LiveTime ROIs ROIe
# 2048 7 300.007 121.928 776 840
0	0
1	8
2	10
3	10
4	13
5	7
6	12
7	10
8	11
9	18
10	15
11	18
12	11
13	11
14	16
15	20
16	24
17	24
18	25
19	18
20	18
21	21
22	22
23	32
24	31
25	27
26	24
27	29
28	30
29	35
30	41
31	38
32	35
33	36
34	39
35	47
36	46
37	46
38	50
39	47
40	44
41	61
42	57
43	52
44	62
45	52
46	58
47	58
48	67
49	49
50	50
51	69
52	59
53	57
54	58
55	69
56	61
57	55
58	57
59	56
60	76
61	73
62	65
63	63
64	74
65	74
66	68
67	72
68	78
69	73
70	85
71	85
72	65
73	70
74	75
75	76
76	70
77	79
78	84
79	71
80	76
81	99
82	91
83	94
84	99
85	90
86	111
87	94
88	106
89	106
90	134
91	128
92	128
93	145
94	136
95	139
96	148
97	127
98	162
99	175
100	166
101	180
102	169
103	180
104	185
105	187
106	195
107	210
108	183
109	201
110	190
111	223
112	225
113	197
114	198
115	231
116	216
117	206
118	194
119	254
120	253
121	231
122	221
123	221
124	251
125	241
126	241
127	246
128	240
129	210
130	260
131	257
132	255
133	246
134	254
135	257
136	271
137	255
138	279
139	270
140	259
141	262
142	253
143	261
144	273
145	274
146	253
147	245
148	277
149	287
150	289
151	290
152	273
153	285
154	266
155	275
156	274
157	278
158	264
159	271
160	277
161	264
162	266
163	238
164	253
165	207
166	222
167	246
168	226
169	245
170	250
171	257
172	262
173	230
174	269
175	232
176	251
177	255
178	267
179	244
180	238
181	264
182	245
183	256
184	289
185	256
186	279
187	290
188	276
189	256
190	243
191	251
192	268
193	247
194	267
195	269
196	295
197	259
198	277
199	286
200	260
201	296
202	295
203	297
204	316
205	327
206	282
207	339
208	347
209	341
210	312
211	349
212	340
213	345
214	343
215	334
216	357
217	354
218	394
219	384
220	343
221	392
222	381
223	365
224	402
225	397
226	412
227	391
228	391
229	417
230	407
231	423
232	415
233	421
234	424
235	433
236	389
237	427
238	458
239	503
240	467
241	483
242	509
243	526
244	516
245	510
246	519
247	554
248	561
249	535
250	566
251	583
252	581
253	558
254	636
255	647
256	673
257	712
258	686
259	743
260	705
261	749
262	847
263	815
264	851
265	866
266	927
267	945
268	999
269	1004
270	1091
271	1056
272	1154
273	1122
274	1144
275	1204
276	1184
277	1252
278	1305
279	1231
280	1345
281	1292
282	1331
283	1334
284	1413
285	1342
286	1388
287	1383
288	1359
289	1482
290	1396
291	1389
292	1348
293	1428
294	1333
295	1436
296	1466
297	1348
298	1392
299	1365
300	1379
301	1415
302	1387
303	1428
304	1292
305	1353
306	1355
307	1391
308	1346
309	1308
310	1333
311	1302
312	1295
313	1266
314	1371
315	1235
316	1326
317	1294
318	1312
319	1269
320	1295
321	1202
322	1197
323	1268
324	1154
325	1174
326	1183
327	1175
328	1136
329	1153
330	1163
331	1077
332	1074
333	1115
334	1158
335	1233
336	1114
337	1136
338	1067
339	1106
340	1111
341	1136
342	1127
343	1115
344	1106
345	1091
346	1087
347	1108
348	1102
349	1108
350	1053
351	1129
352	1113
353	1140
354	1098
355	1113
356	1101
357	1192
358	1150
359	1076
360	1134
361	1155
362	1147
363	1090
364	1153
365	1154
366	1093
367	1150
368	1122
369	1140
370	1090
371	1131
372	1071
373	1041
374	1108
375	1099
376	1087
377	1015
378	1078
379	1071
380	1104
381	1061
382	1045
383	1012
384	1048
385	1028
386	1027
387	1019
388	972
389	1001
390	993
391	986
392	1038
393	966
394	957
395	1081
396	987
397	912
398	985
399	940
400	949
401	932
402	935
403	969
404	964
405	931
406	974
407	922
408	891
409	984
410	875
411	937
412	900
413	927
414	903
415	946
416	905
417	926
418	889
419	903
420	925
421	887
422	907
423	898
424	931
425	922
426	897
427	901
428	925
429	901
430	892
431	882
432	912
433	889
434	965
435	920
436	881
437	861
438	884
439	887
440	893
441	835
442	879
443	879
444	904
445	862
446	877
447	893
448	880
449	912
450	917
451	869
452	877
453	869
454	883
455	954
456	812
457	862
458	916
459	848
460	924
461	859
462	892
463	900
464	869
465	861
466	889
467	899
468	926
469	877
470	838
471	890
472	924
473	855
474	916
475	843
476	902
477	943
478	878
479	920
480	906
481	883
482	930
483	881
484	881
485	903
486	911
487	884
488	938
489	985
490	916
491	879
492	943
493	928
494	923
495	923
496	979
497	960
498	952
499	944
500	942
501	941
502	919
503	951
504	905
505	997
506	959
507	927
508	897
509	982
510	1033
511	1013
512	975
513	1025
514	1014
515	1018
516	1017
517	1061
518	1050
519	1048
520	1077
521	1123
522	1149
523	1099
524	1099
525	1040
526	1116
527	1197
528	1129
529	1171
530	1148
531	1204
532	1178
533	1163
534	1273
535	1257
536	1218
537	1174
538	1301
539	1245
540	1127
541	1230
542	1230
543	1216
544	1237
545	1226
546	1293
547	1213
548	1218
549	1264
550	1204
551	1162
