



















"NewPoint 0 8.476 97438" 
"NewPoint 1 8.476 -0.289448" 
"NewPoint 0 8.477 97362" 
"NewPoint 1 8.477 -0.289683" 
"NewPoint 0 8.478 97313" 
"NewPoint 1 8.478 -0.289886" 
"NewPoint 0 8.479 97248" 
"NewPoint 1 8.479 -0.290139" 
"NewPoint 0 8.48 97163" 
"NewPoint 1 8.48 -0.290321" 
"NewPoint 0 8.481 97089" 
"NewPoint 1 8.481 -0.29049" 
"NewPoint 0 8.482 96971" 
"NewPoint 1 8.482 -0.290696" 
"NewPoint 0 8.483 96895" 
"NewPoint 1 8.483 -0.290964" 
"NewPoint 0 8.484 96841" 
"NewPoint 1 8.484 -0.291166" 
"NewPoint 0 8.485 96740" 
"NewPoint 1 8.485 -0.291322" 
"NewPoint 0 8.486 96619" 
"NewPoint 1 8.486 -0.291545" 
"NewPoint 0 8.487 96438" 
"NewPoint 1 8.487 -0.291803" 
"NewPoint 0 8.488 96459" 
"NewPoint 1 8.488 -0.291856" 
"NewPoint 0 8.489 96586" 
"NewPoint 1 8.489 -0.291833" 
"NewPoint 0 8.49 96634" 
"NewPoint 1 8.49 -0.291931" 
"NewPoint 0 8.491 96695" 
"NewPoint 1 8.491 -0.291965" 
"NewPoint 0 8.492 96678" 
"NewPoint 1 8.492 -0.292017" 
"NewPoint 0 8.493 96681" 
"NewPoint 1 8.493 -0.292048" 
"NewPoint 0 8.494 96654" 
"NewPoint 1 8.494 -0.29218" 
"NewPoint 0 8.495 96603" 
"NewPoint 1 8.495 -0.29219" 
"NewPoint 0 8.496 96546" 
"NewPoint 1 8.496 -0.292294" 
"NewPoint 0 8.497 96444" 
"NewPoint 1 8.497 -0.292407" 
"NewPoint 0 8.498 96330" 
"NewPoint 1 8.498 -0.292474" 
"NewPoint 0 8.499 96252" 
"NewPoint 1 8.499 -0.292502" 
"NewPoint 0 8.5 96190" 
"NewPoint 1 8.5 -0.292525" 
"NewPoint 0 8.501 96154" 
"NewPoint 1 8.501 -0.292442" 
"NewPoint 0 8.502 96081" 
"NewPoint 1 8.502 -0.292378" 
"NewPoint 0 8.503 95995" 
"NewPoint 1 8.503 -0.292294" 
"NewPoint 0 8.504 95892" 
"NewPoint 1 8.504 -0.292208" 
"NewPoint 0 8.505 95795" 
"NewPoint 1 8.505 -0.292059" 
"NewPoint 0 8.506 95728" 
"NewPoint 1 8.506 -0.2918" 
"NewPoint 0 8.507 95596" 
"NewPoint 1 8.507 -0.291602" 
"NewPoint 0 8.508 95530" 
"NewPoint 1 8.508 -0.291112" 
"NewPoint 0 8.509 95447" 
"NewPoint 1 8.509 -0.290682" 
"NewPoint 0 8.51 95401" 
"NewPoint 1 8.51 -0.290067" 
"NewPoint 0 8.511 95355" 
"NewPoint 1 8.511 -0.28927" 
"NewPoint 0 8.512 95214" 
"NewPoint 1 8.512 -0.288414" 
"NewPoint 0 8.513 94964" 
"NewPoint 1 8.513 -0.287353" 
"NewPoint 0 8.514 94788" 
"NewPoint 1 8.514 -0.286051" 
"NewPoint 0 8.515 94848" 
"NewPoint 1 8.515 -0.284133" 
"NewPoint 0 8.516 94922" 
"NewPoint 1 8.516 -0.28159" 
"NewPoint 0 8.517 94837" 
"NewPoint 1 8.517 -0.27824" 
"NewPoint 0 8.518 94775" 
"NewPoint 1 8.518 -0.273386" 
"NewPoint 0 8.519 94733" 
"NewPoint 1 8.519 -0.265211" 
"NewPoint 0 8.52 94682" 
"NewPoint 1 8.52 -0.249267" 
"NewPoint 0 8.521 94650" 
"NewPoint 1 8.521 -0.212492" 
"NewPoint 0 8.522 94573" 
"NewPoint 1 8.522 -0.143269" 
"NewPoint 0 8.523 94520" 
"NewPoint 1 8.523 -0.0514969" 
"NewPoint 0 8.524 94457" 
"NewPoint 1 8.524 0.0329868" 
"NewPoint 0 8.525 94367" 
"NewPoint 1 8.525 0.0955105" 
"NewPoint 0 8.526 94337" 
"NewPoint 1 8.526 0.134778" 
"NewPoint 0 8.527 94292" 
"NewPoint 1 8.527 0.162921" 
"NewPoint 0 8.528 94266" 
"NewPoint 1 8.528 0.19494" 
"NewPoint 0 8.529 94261" 
"NewPoint 1 8.529 0.234893" 
"NewPoint 0 8.53 94228" 
"NewPoint 1 8.53 0.275195" 
"NewPoint 0 8.531 94199" 
"NewPoint 1 8.531 0.314627" 
"NewPoint 0 8.532 94142" 
"NewPoint 1 8.532 0.360238" 
"NewPoint 0 8.533 94118" 
"NewPoint 1 8.533 0.418157" 
"NewPoint 0 8.534 94138" 
"NewPoint 1 8.534 0.491361" 
"NewPoint 0 8.535 94186" 
"NewPoint 1 8.535 0.573679" 
"NewPoint 0 8.536 94294" 
"NewPoint 1 8.536 0.662527" 
"NewPoint 0 8.537 94389" 
"NewPoint 1 8.537 0.748637" 
"NewPoint 0 8.538 94458" 
"NewPoint 1 8.538 0.819478" 
"NewPoint 0 8.539 94440" 
"NewPoint 1 8.539 0.866563" 
"NewPoint 0 8.54 94434" 
"NewPoint 1 8.54 0.886804" 
"NewPoint 0 8.541 94381" 
"NewPoint 1 8.541 0.887735" 
"NewPoint 0 8.542 94252" 
"NewPoint 1 8.542 0.877704" 
"NewPoint 0 8.543 94176" 
"NewPoint 1 8.543 0.864721" 
"NewPoint 0 8.544 94132" 
"NewPoint 1 8.544 0.856944" 
"NewPoint 0 8.545 94112" 
"NewPoint 1 8.545 0.861448" 
"NewPoint 0 8.546 94109" 
"NewPoint 1 8.546 0.880636" 
"NewPoint 0 8.547 94057" 
"NewPoint 1 8.547 0.90808" 
"NewPoint 0 8.548 94035" 
"NewPoint 1 8.548 0.932884" 
"NewPoint 0 8.549 93998" 
"NewPoint 1 8.549 0.94369" 
"NewPoint 0 8.55 93936" 
"NewPoint 1 8.55 0.93951" 
"NewPoint 0 8.551 93895" 
"NewPoint 1 8.551 0.926621" 
"NewPoint 0 8.552 93824" 
"NewPoint 1 8.552 0.912636" 
"NewPoint 0 8.553 93791" 
"NewPoint 1 8.553 0.900172" 
"NewPoint 0 8.554 93796" 
"NewPoint 1 8.554 0.887352" 
"NewPoint 0 8.555 93777" 
"NewPoint 1 8.555 0.872575" 
"NewPoint 0 8.556 93795" 
"NewPoint 1 8.556 0.856717" 
"NewPoint 0 8.557 93788" 
"NewPoint 1 8.557 0.842603" 
"NewPoint 0 8.558 93738" 
"NewPoint 1 8.558 0.832852" 
"NewPoint 0 8.559 93634" 
"NewPoint 1 8.559 0.826846" 
"NewPoint 0 8.56 93535" 
"NewPoint 1 8.56 0.82318" 
"NewPoint 0 8.561 93472" 
"NewPoint 1 8.561 0.821192" 
"NewPoint 0 8.562 93311" 
"NewPoint 1 8.562 0.822" 
"NewPoint 0 8.563 93170" 
"NewPoint 1 8.563 0.826577" 
"NewPoint 0 8.564 92802" 
"NewPoint 1 8.564 0.83511" 
"NewPoint 0 8.565 91884" 
"NewPoint 1 8.565 0.847599" 
"NewPoint 0 8.566 90773" 
"NewPoint 1 8.566 0.862729" 
"NewPoint 0 8.567 90392" 
"NewPoint 1 8.567 0.879282" 
"NewPoint 0 8.568 90852" 
"NewPoint 1 8.568 0.898017" 
"NewPoint 0 8.569 91767" 
"NewPoint 1 8.569 0.918303" 
"NewPoint 0 8.57 92956" 
"NewPoint 1 8.57 0.939235" 
"NewPoint 0 8.571 93655" 
"NewPoint 1 8.571 0.959131" 
"NewPoint 0 8.572 93859" 
"NewPoint 1 8.572 0.976439" 
"NewPoint 0 8.573 93931" 
"NewPoint 1 8.573 0.989501" 
"NewPoint 0 8.574 93897" 
"NewPoint 1 8.574 0.997074" 
"NewPoint 0 8.575 93865" 
"NewPoint 1 8.575 0.998148" 
"NewPoint 0 8.576 93803" 
"NewPoint 1 8.576 0.992988" 
"NewPoint 0 8.577 93709" 
"NewPoint 1 8.577 0.982335" 
"NewPoint 0 8.578 93639" 
"NewPoint 1 8.578 0.966792" 
"NewPoint 0 8.579 93617" 
"NewPoint 1 8.579 0.947808" 
"NewPoint 0 8.58 93532" 
"NewPoint 1 8.58 0.92698" 
"NewPoint 0 8.581 93518" 
"NewPoint 1 8.581 0.906401" 
"NewPoint 0 8.582 93451" 
"NewPoint 1 8.582 0.887429" 
"NewPoint 0 8.583 93367" 
"NewPoint 1 8.583 0.870722" 
"NewPoint 0 8.584 93293" 
"NewPoint 1 8.584 0.855604" 
"NewPoint 0 8.585 93231" 
"NewPoint 1 8.585 0.842582" 
"NewPoint 0 8.586 93225" 
"NewPoint 1 8.586 0.831913" 
"NewPoint 0 8.587 93205" 
"NewPoint 1 8.587 0.823965" 
"NewPoint 0 8.588 93233" 
"NewPoint 1 8.588 0.819021" 
"NewPoint 0 8.589 93265" 
"NewPoint 1 8.589 0.816764" 
"NewPoint 0 8.59 93349" 
"NewPoint 1 8.59 0.816646" 
"NewPoint 0 8.591 93418" 
"NewPoint 1 8.591 0.816972" 
"NewPoint 0 8.592 93464" 
"NewPoint 1 8.592 0.816859" 
"NewPoint 0 8.593 93506" 
"NewPoint 1 8.593 0.815736" 
"NewPoint 0 8.594 93481" 
"NewPoint 1 8.594 0.813584" 
"NewPoint 0 8.595 93495" 
"NewPoint 1 8.595 0.811059" 
"NewPoint 0 8.596 93489" 
"NewPoint 1 8.596 0.808903" 
"NewPoint 0 8.597 93449" 
"NewPoint 1 8.597 0.807874" 
"NewPoint 0 8.598 93432" 
"NewPoint 1 8.598 0.808149" 
"NewPoint 0 8.599 93403" 
"NewPoint 1 8.599 0.810363" 
"NewPoint 0 8.6 93389" 
"NewPoint 1 8.6 0.814338" 
"NewPoint 0 8.601 93375" 
"NewPoint 1 8.601 0.819303" 
"NewPoint 0 8.602 93303" 
"NewPoint 1 8.602 0.824527" 
"NewPoint 0 8.603 93249" 
"NewPoint 1 8.603 0.829291" 
"NewPoint 0 8.604 93186" 
"NewPoint 1 8.604 0.833197" 
"NewPoint 0 8.605 93151" 
"NewPoint 1 8.605 0.83668" 
"NewPoint 0 8.606 93135" 
"NewPoint 1 8.606 0.840482" 
"NewPoint 0 8.607 93070" 
"NewPoint 1 8.607 0.845073" 
"NewPoint 0 8.608 93022" 
"NewPoint 1 8.608 0.850855" 
"NewPoint 0 8.609 93003" 
"NewPoint 1 8.609 0.857699" 
"NewPoint 0 8.61 93006" 
"NewPoint 1 8.61 0.865519" 
"NewPoint 0 8.611 93026" 
"NewPoint 1 8.611 0.8733" 
"NewPoint 0 8.612 92951" 
"NewPoint 1 8.612 0.881077" 
"NewPoint 0 8.613 92882" 
"NewPoint 1 8.613 0.888337" 
"NewPoint 0 8.614 92848" 
"NewPoint 1 8.614 0.895564" 
"NewPoint 0 8.615 92782" 
"NewPoint 1 8.615 0.902557" 
"NewPoint 0 8.616 92782" 
"NewPoint 1 8.616 0.910214" 
"NewPoint 0 8.617 92751" 
"NewPoint 1 8.617 0.918433" 
"NewPoint 0 8.618 92765" 
"NewPoint 1 8.618 0.927511" 
"NewPoint 0 8.619 92805" 
"NewPoint 1 8.619 0.937059" 
"NewPoint 0 8.62 92837" 
"NewPoint 1 8.62 0.947104" 
"NewPoint 0 8.6225 92817" 
"NewPoint 1 8.6225 0.957302" 
"NewPoint 0 8.625 92713" 
"NewPoint 1 8.625 0.979202" 
"NewPoint 0 8.6275 92347" 
"NewPoint 1 8.6275 0.990524" 
"NewPoint 0 8.63 90681" 
"NewPoint 1 8.63 0.986236" 
"NewPoint 0 8.6325 90018" 
"NewPoint 1 8.6325 0.965856" 
"NewPoint 0 8.635 89898" 
"NewPoint 1 8.635 0.938084" 
"NewPoint 0 8.6375 90016" 
"NewPoint 1 8.6375 0.908804" 
"NewPoint 0 8.64 90133" 
"NewPoint 1 8.64 0.879535" 
"NewPoint 0 8.6425 91502" 
"NewPoint 1 8.6425 0.856653" 
"NewPoint 0 8.645 91865" 
"NewPoint 1 8.645 0.839901" 
"NewPoint 0 8.6475 91832" 
"NewPoint 1 8.6475 0.819573" 
"NewPoint 0 8.65 91824" 
"NewPoint 1 8.65 0.792784" 
"NewPoint 0 8.6525 91786" 
"NewPoint 1 8.6525 0.766362" 
"NewPoint 0 8.655 92206" 
"NewPoint 1 8.655 0.748303" 
"NewPoint 0 8.6575 92182" 
"NewPoint 1 8.6575 0.742625" 
"NewPoint 0 8.66 92093" 
"NewPoint 1 8.66 0.748155" 
"NewPoint 0 8.6625 92187" 
"NewPoint 1 8.6625 0.762317" 
"NewPoint 0 8.665 91918" 
"NewPoint 1 8.665 0.781277" 
"NewPoint 0 8.6675 91727" 
"NewPoint 1 8.6675 0.801496" 
"NewPoint 0 8.67 91499" 
"NewPoint 1 8.67 0.818712" 
"NewPoint 0 8.6725 91363" 
"NewPoint 1 8.6725 0.828364" 
"NewPoint 0 8.675 91256" 
"NewPoint 1 8.675 0.828697" 
"NewPoint 0 8.6775 91175" 
"NewPoint 1 8.6775 0.823077" 
"NewPoint 0 8.68 91098" 
"NewPoint 1 8.68 0.818691" 
"NewPoint 0 8.6825 91017" 
"NewPoint 1 8.6825 0.824244" 
"NewPoint 0 8.685 90966" 
"NewPoint 1 8.685 0.845848" 
"NewPoint 0 8.6875 90884" 
"NewPoint 1 8.6875 0.880136" 
"NewPoint 0 8.69 90898" 
"NewPoint 1 8.69 0.915499" 
"NewPoint 0 8.6925 91000" 
"NewPoint 1 8.6925 0.94113" 
"NewPoint 0 8.695 90996" 
"NewPoint 1 8.695 0.954925" 
"NewPoint 0 8.6975 90935" 
"NewPoint 1 8.6975 0.960413" 
"NewPoint 0 8.7 90888" 
"NewPoint 1 8.7 0.960816" 
"NewPoint 0 8.7025 90934" 
"NewPoint 1 8.7025 0.954786" 
"NewPoint 0 8.705 90882" 
"NewPoint 1 8.705 0.940029" 
"NewPoint 0 8.7075 90930" 
"NewPoint 1 8.7075 0.915961" 
"NewPoint 0 8.71 90927" 
"NewPoint 1 8.71 0.884144" 
"NewPoint 0 8.7125 90955" 
"NewPoint 1 8.7125 0.846547" 
"NewPoint 0 8.715 90925" 
"NewPoint 1 8.715 0.804618" 
"NewPoint 0 8.7175 90858" 
"NewPoint 1 8.7175 0.762267" 
"NewPoint 0 8.72 90890" 
"NewPoint 1 8.72 0.725119" 
"NewPoint 0 8.7225 90877" 
"NewPoint 1 8.7225 0.698366" 
"NewPoint 0 8.725 90798" 
"NewPoint 1 8.725 0.686386" 
"NewPoint 0 8.7275 90669" 
"NewPoint 1 8.7275 0.689679" 
"NewPoint 0 8.73 90608" 
"NewPoint 1 8.73 0.705049" 
"NewPoint 0 8.7325 90462" 
"NewPoint 1 8.7325 0.727078" 
"NewPoint 0 8.735 90299" 
"NewPoint 1 8.735 0.750521" 
"NewPoint 0 8.7375 90202" 
"NewPoint 1 8.7375 0.771982" 
"NewPoint 0 8.74 90156" 
"NewPoint 1 8.74 0.789141" 
"NewPoint 0 8.7425 90056" 
"NewPoint 1 8.7425 0.801058" 
"NewPoint 0 8.745 89980" 
"NewPoint 1 8.745 0.806691" 
"NewPoint 0 8.7475 89886" 
"NewPoint 1 8.7475 0.806592" 
"NewPoint 0 8.75 89806" 
"NewPoint 1 8.75 0.803287" 
"NewPoint 0 8.7525 89796" 
"NewPoint 1 8.7525 0.79881" 
"NewPoint 0 8.755 89710" 
"NewPoint 1 8.755 0.793701" 
"NewPoint 0 8.7575 89574" 
"NewPoint 1 8.7575 0.787757" 
"NewPoint 0 8.76 89372" 
"NewPoint 1 8.76 0.779894" 
"NewPoint 0 8.7625 89202" 
"NewPoint 1 8.7625 0.771204" 
"NewPoint 0 8.765 89135" 
"NewPoint 1 8.765 0.765206" 
"NewPoint 0 8.7675 89200" 
"NewPoint 1 8.7675 0.765911" 
"NewPoint 0 8.77 89129" 
"NewPoint 1 8.77 0.775318" 
"NewPoint 0 8.7725 89010" 
"NewPoint 1 8.7725 0.791554" 
"NewPoint 0 8.775 88963" 
"NewPoint 1 8.775 0.80972" 
"NewPoint 0 8.7775 88950" 
"NewPoint 1 8.7775 0.824974" 
"NewPoint 0 8.78 88969" 
"NewPoint 1 8.78 0.836254" 
"NewPoint 0 8.7825 88993" 
"NewPoint 1 8.7825 0.843839" 
"NewPoint 0 8.785 89015" 
"NewPoint 1 8.785 0.847594" 
"NewPoint 0 8.7875 88939" 
"NewPoint 1 8.7875 0.847343" 
"NewPoint 0 8.79 88754" 
"NewPoint 1 8.79 0.842196" 
"NewPoint 0 8.7925 88375" 
"NewPoint 1 8.7925 0.831632" 
"NewPoint 0 8.795 88155" 
"NewPoint 1 8.795 0.815997" 
"NewPoint 0 8.7975 87926" 
"NewPoint 1 8.7975 0.796581" 

